1~2017~7~history-07-t1-rev-ep11~11~1~rev~පුනරීක්ෂණ ~පුනරීක්ෂණ ~මෙම පුනරීක්ෂණය මඟින් අපේ පැරණි ජීවිතය හා අපේ කීර්තිමත් රජවරු යන පාඩම් ආවරණය කරයි.
2~2017~7~history-07-t1-rev-ep12~12~1~rev~පුනරීක්ෂණ ~පුනරීක්ෂණ ~මෙම පුනරීක්ෂණය මඟින් අපේ කීර්තිමත් රජවරු යන පාඩම ආවරණය කරයි.
3~2017~7~history-07-t2-rev-ep08~8~2~rev~පුනරීක්ෂණ ~පුනරීක්ෂණ ~මෙම පුනරීක්ෂණය මඟින් අපේ කීර්තිමත් රජවරු හා අපේ සංස්කෘතික උරුම යන පාඩම් ආවරණය කරයි.
4~2017~7~history-07-t2-rev-ep09~9~2~rev~පුනරීක්ෂණ ~පුනරීක්ෂණ ~මෙම පුනරීක්ෂණය මඟින් අපේ කීර්තිමත් රජවරු හා අපේ සංස්කෘතික උරුම යන පාඩම් ආවරණය කරයි.
5~2017~7~history-07-t2-rev-ep10~10~2~rev~පුනරීක්ෂණ ~පුනරීක්ෂණ ~මෙම පුනරීක්ෂණය මඟින් අපේ කීර්තිමත් අපේ සංස්කෘතික උරුම යන පාඩම් ආවරණය කරයි.
6~2017~7~history-07-t2-rev-ep11~11~2~rev~පුනරීක්ෂණ ~පුනරීක්ෂණ ~මෙම පුනරීක්ෂණය මඟින් අපේ සංස්කෘතික උරුම යන පාඩම ආවරණය කරයි.
7~2017~7~history-07-t2-rev-ep12~12~2~rev~පුනරීක්ෂණ ~පුනරීක්ෂණ ~මෙම පුනරීක්ෂණය මඟින් අපේ කීර්තිමත් රජවරු යන පාඩම ආවරණය කරයි.
8~2017~7~history-07-t3-rev-ep09~9~3~rev~පුනරීක්ෂණ ~පුනරීක්ෂණ ~මෙම පුනරීක්ෂණය මඟින් පසු කාලීන පාලන මධ්‍යස්ථාන පාඩම ආවරණය කරයි.
9~2017~7~history-07-t3-rev-ep10~10~3~rev~පුනරීක්ෂණ ~පුනරීක්ෂණ ~මෙම පුනරීක්ෂණය මඟින් පසු කාලීන පාලන මධ්‍යස්ථාන පාඩම ආවරණය කරයි.
10~2017~7~history-07-t3-rev-ep11~11~3~rev~පුනරීක්ෂණ ~පුනරීක්ෂණ ~මෙම  පුනරීක්ෂණය  මඟින් පසු කාලීන පාලන මධ්‍යස්ථාන, යුරෝපයේ පැරණි  ශිෂ්ටාචාර යන පාඩම් ආවරණය කරයි.
11~2017~7~history-07-t3-rev-ep12~12~3~rev~පුනරීක්ෂණ ~පුනරීක්ෂණ ~මෙම  පුනරීක්ෂණය මඟින් යුරෝපයේ පැරණි  ශිෂ්ටාචාර පාඩම ආවරණය කරයි.
