1~2010~10~geography-10-01-01~1~1~1~පෘථිවියේ සංයුතිය~පෘථිවියේ සංයුතිය~සෞරග්‍රහ මණ්ඩලය තුළ පෘථිවිය හා එහි සංයුතිය~~~~~~~~
2~2010~10~geography-10-01-02~2~1~1~පෘථිවියේ සංයුතිය~පෘථිවියේ සංයුතිය~ශිලා ගෝලය~~~~~~~~
3~2010~10~geography-10-01-03~3~1~1~පෘථිවියේ සංයුතිය~පෘථිවියේ සංයුතිය~වායු ගෝලය~~~~~~~~
4~2010~10~geography-10-01-04~4~1~1~පෘථිවියේ සංයුතිය~පෘථිවියේ සංයුතිය~ජල ගෝලය~~~~~~~~
5~2010~10~geography-10-01-05~5~1~1~පෘථිවියේ සංයුතිය~පෘථිවියේ සංයුතිය~ජෛව ගෝලය~~~~~~~~
6~2010~10~geography-10-01-06~6~1~2~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~සාගර~~~~~~~~
7~2010~10~geography-10-01-07~7~1~2~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~ගොඩබිම දැකියහැකි භෞතික ලක්ෂණ~~~~~~~~
8~2010~10~geography-10-01-08~8~1~2~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~ගංගා~~~~~~~~
9~2010~10~geography-10-01-09~9~1~2~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~දේශගුණය~~~~~~~~
10~2010~10~geography-10-01-10~10~1~2~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~දේශගුණ වර්ග~~~~~~~~
11~2010~10~geography-10-01-11~11~1~2~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~පෘථිවියේ ප්‍රධාන භෞතික ලක්ෂණ~භූ විශමතාව~~~~~~~~
12~2010~10~geography-10-02-01~1~2~3~ලෝකයේ ප්‍රධාන කෘෂිකාර්මික භූමි පරිභෝග වර්ග~ලෝකයේ ප්‍රධාන කෘෂිකාර්මික භූමි පරිභෝග වර්ග~ලෝක කෘෂිකර්ම ඉතිහාසය~~~~~~~~
13~2010~10~geography-10-02-02~2~2~3~ලෝකයේ ප්‍රධාන කෘෂිකාර්මික භූමි පරිභෝග වර්ග~ලෝකයේ ප්‍රධාන කෘෂිකාර්මික භූමි පරිභෝග වර්ග~ලෝක වී වගාවේ ස්වභාවය~~~~~~~~
14~2010~10~geography-10-02-03~3~2~3~ලෝකයේ ප්‍රධාන කෘෂිකාර්මික භූමි පරිභෝග වර්ග~ලෝකයේ ප්‍රධාන කෘෂිකාර්මික භූමි පරිභෝග වර්ග~තිරිඟු වගාවේ ස්වභාවය~~~~~~~~
15~2010~10~geography-10-02-04~4~2~3~ලෝකයේ ප්‍රධාන කෘෂිකාර්මික භූමි පරිභෝග වර්ග~ලෝකයේ ප්‍රධාන කෘෂිකාර්මික භූමි පරිභෝග වර්ග~වතු කෘෂිකර්මය~~~~~~~~
