21.Kandy~CP/KAN/WATH/SRI SUDARMODAYA PIRIVENA              ~SRI GANGATHILAKA MAHA VIHARAYA, MALPANA, KENGALLA  ~~0812377236
21.Kandy~CP/KAN/THEL/SIRI DAMMARAMA MULIKA PIRIVENA        ~AMUPITIYA, UDISPATHTHUWA                          ~~0812400242
21.Kandy~CP/KAN/THEL SIRISANGABO MULIKA PIRIVENA           ~8 KANUWA, AMBAGAHAPALASSA                         ~~0553563616
21.Kandy~SRI NIWASA MULIKA PIRIVENA                        ~GAMPOLA PARA, KADUGANNAWA                         ~~0812571558
21.Kandy~CP/KAN/GAMPOLA/ SHASTHRALOKA MULIKA PIRIVENA      ~GANGATHILAKA RAJAMAHA VIHARAYA BOTHALAPITIYA, GAMP~~0812461227
21.Kandy~CP/KAN/SRI SHASHTHRANANDA MULIKA PIRIVENA         ~SIRI SUGATHARAMAYA, GALLIDA, MAILAPITIYA          ~~0718401417
21.Kandy~CP/KN/DEN/SRI JAYASUMANA PRIVENA                  ~PAMUNUWA, PILIMATHALAVA                           ~~0812579203
21.Kandy~CP/KAN/GAMP/RUWANPA MULIKA PIRIVENA               ~BUDDHA CENTER MAHA VIHARAYA, KURUDUWATTA KADAWEEDIY~~0812357585
21.Kandy~KANDY/ANANDA MULIKA PIRIVENA                      ~IHALAGAMA MAHAUDAGAMA                             ~~0815671053
21.Kandy~CP/KN/DENU/SRI SIDDARTHA PIRIVENA                 ~RATHTHEPITIYA MANIKDIWELA                         ~~0812575404
21.Kandy~CP/KAN/SRI DHARMARAJA MULIKA PIRIVENA             ~51/2 PAHALA MAHAYAYA, KANDY                       ~~0812225061
21.Kandy~CP/KAN/DENU/ SRI DHARMODHAYA MULIKA PIRIVENA      ~HIRUSSAGALA, PILIMATHALAVA                        ~~0812575303
21.Kandy~CP/KAN/KATU/SRI VIDYANANDA MAHA PIRIVENA          ~BARIGAMA, WARALLAGAMA, KANDY                        ~~0812498897
21.Kandy~KAN/SRI PAGNASARA PIRIVENA                        ~WALGALA, ANKUMNURA                                 ~~0662240713
21.Kandy~CP/PATH/KA/WATTE/SRI VIDYADARSHANA MULIKA PIRIVENA~PANVILA PARA, WATHTHEGAMA                          ~~0812470146
21.Kandy~CP/KAN/KATU/DHAMMARATHANA MULIKA PIRIVENA         ~BATAGALLA, PUJAPITIYA                             ~~0812050610
21.Kandy~KAN/KATU/SRI SHASHTHRALOKA MULIKA PIRIVENA        ~WAATHTHAWA, GALAGEDARA                            ~~0812059525
21.Kandy~CP/KAN/DENU/SRI SADDHATHISSA VIDYADEEPA MUIKA PIRI~SRI VELUWANARAMAYA, KARAMADA, GELIOYA               ~~0812310368
21.Kandy~CP/KAN/KATU/SRI DHARMALOKA MULIKA PIRIVENA        ~RAJAMAHA VIHARAYA, MALAGAMMANA, NUGAWELA            ~~0812491408
21.Kandy~CP/KAN/KATU/SRI GNANODAYA MULIKA PIRIVENA         ~KANNADENIYA, KAHAPATHWALA                          ~~0372061960
21.Kandy~CP/KAN/KATU/SRI BODHISEEHA MAHA PIRIVENA          ~SRI BODHIRUKKARAMAYA, DHEDUNUPITIYA               ~~0812464367
21.Kandy~CP/KAN/WATH SRI DHARMADHVIMA MULIKA PIRIVENA      ~SR DHARMADHVIPA PIRIVENA MATHALE PARA, WATHTHEGAMA.~~0713675045
21.Kandy~CP/KAN/SRI GUNARATHANA PIRIVENA                   ~SAGAMA RAJAMAHA VIHARAYA, BATUWATHTHA, THALATHUOYA ~~0812404259
21.Kandy~CP/KAN/ KANDURATA JATHYANTHARA DHARMADUTHA MAHA PI~SALIYALA PURANA VIHARAYA, NUWARA PARA, GAMPOLA      ~~0812352623
21.Kandy~SRI GNANALANKARA JATHYANTHARA BHIKSHU ABYASA MAHA PIRIVENA~SRI SUBODARAMA MAHA VIHARAYA, PERADENIYA           ~~0812388080
21.Kandy~ANKUMBURA SRI SIDDHARTHA MULIKA PIRIVENA          ~RAJAMAHA VIHARAYA, ANKUMBURA                       ~~0662240217
21.Kandy~CP/KAN/GAM/SRI SIDDHARTHA MAHA PIRIVENA           ~UDA INGURUWATHTHA, DOLUWA, GAMPOLA                  ~~0813801774
21.Kandy~CP/KAN/WATH SIRISUMANA MULIKA PIRIVENA            ~SIRISUMANARAMAYA, ALUTHWATHTHA, RAJAWELLA         ~~0812238362
21.Kandy~CP/KAN/DENU/SRI DHARMALOKA ABHAYARAJA MAHA PIRIVEN~SRI ABHAYARAJA VIHARAYA, URAPOLA, PILIMATHALAVA     ~~0813845581
21.Kandy~BAUDDHALOKA MULIKA PIRIVENA                       ~THAMBILIGALA, ULAPANE                              ~~0716612032
21.Kandy~CP/THEL/ SRI GNANOBHASA MULIKAPIRIVENA            ~SRI SUDARSHANARAMAYA,14-ELA, AMBAGOLLA, ULPATHAGAMA ~~0663662906
21.Kandy~CP/KAN/MAHAVIHARA MAHA PIRIVENA                   ~ASGIRI MAHAVIHARAYA, KANDY                         ~~0812222568
21.Kandy~CP/DENU/SRI PRAVACHANODAYA MULIKA PIRIVENA        ~SIYANBALAGODA, DHANTHURE                           ~~0812575309
21.Kandy~KAN/SRI SUDARMODAYA MULIKA PIRIVENA               ~KURUKOHOGAMA, UDITHPATHTHUWA.                     ~~0813819895
21.Kandy~CP/SANDAGIRI THAPOVANA PIRIVENA                   ~SANDAGIRILEN PURANA VIHARAYA, SANDASIRI DUNUVILA.MA~~0715367836
21.Kandy~SRI PADHA PIRIVENA                                ~GAMPOLA PARA, NAWALAPITIYA                         ~~0711255062
21.Kandy~CP/KAN/DENU/SRI SANGARAJA MULIKA PIRIVENA         ~TIKIRI BOGAHAGODA VIHARAYA, KAMBURUDENIYA, HANDESSA ~~0812310338
21.Kandy~CP/KAN/SUDHARMARAMAMULIKA PIRIVENA                ~DHAMMADHASSI MAWATHA, KANDY                        ~~0812225635
21.Kandy~CP/KAN/SRI SARANATHA DHARMA VIDYAPITA MAHA PIRIVEN~SRI SUDHAMMANANDA VIHARAYA, HALOLUOYA, KANDY        ~~0812492779
21.Kandy~CP/KAN/DENU/THRIPITAKA DHARMAYATHANA MAHA PIRIVENA~SRI NIGRODARAMAYA, LABUWALPOL, VATTAPPOLA           ~~0812573025
21.Kandy~CP/KAN/THEL SRI BODIRAJA MULIKA PIRIVENA          ~SRI SUMANARAMA VIHARASTHANAYA, KALUNTHANNA, BOPANA  ~~0813818948
21.Kandy~CP/KAN/WATH/SRI VIDYALOKA MULIKAPIRIVENA          ~GALPIHILLARAJAMAHAVIHARAYA, HUREEKADUWA            ~~0812374480
21.Kandy~CP/KAN/KATU SRI NIWASA MULIKA PIRIVENA            ~THIREE SINGHALA SEEMARAMAYA, KATUGASTOTA          ~~0812499736
21.Kandy~CP/KAN/THEL/SRI SOBITHA MULIKA PIRIVENA           ~RAJAMAHA VIHARAYA, RAMBUKWELLA, THELDENIYA          ~~0812050200
21.Kandy~KAN/SIRI DAMMARATHANA MULIKA PIRIVENA             ~61/1, HANTHANA PEDESA, KANDY                   ~~0813141928
21.Kandy~CP/KAN/ SRI SADDARMODAYA MULIKA PIRIVENA          ~SRI JINENDARAMAYA, UDADELTHOTA, GALAHA              ~~0815659200
21.Kandy~CP/KAN/KATU/SRI DARMALOKA MAHA PIRIVENA           ~NIYANGODA, KUMBUREGAMA                             ~~0812461681
21.Kandy~CP/KAN/KATU/SRI SADDANANDA MAHA PIRIVENA          ~KONAKALAGALA, ALAWATHUGODA.                        ~~0812300926
21.Kandy~CP/KAN/GAMP/SIRI MANTHINDARAMA VIDYAYATHANAYA     ~SIRI MANTHINDARAMAYA, NUWARAELIYA PARA, PUSSALLAWA  ~~0812478202
21.Kandy~CP/KAN/KATU DHARMODAYA MULIKA PIRIVENA            ~PURANA VIHARAYA, DELGASGODA, ALAWATHUGODA           ~~0812300780
21.Kandy~CP/DENU/SIRISUMANA VIDYAYATHANA PIRIVENA          ~UDAIRIYAGAMA, PERADENIYA                           ~~0812388079
21.Kandy~CP/KAN/DENU/ SIRI SARANANKARA PIRIVENA            ~SRI NARENDARAMA RAJAMAHA VIHARAYA SOORIYAGODA, MURU~~0812412177
21.Kandy~CP/KAN/THEL/SRI GUNANANDA MULIKA PIRIVENA         ~DAMBAGANGAWELA, BARAWARDANAOYA                     ~~0663662536
21.Kandy~CP/KAN/GAMP SIRI SUMANAJOTHI MULIKA PIRIVENA      ~SRI BODHIRAJARAMAYA, RANTHATIYA, GAMPOLA           ~~0812352343
21.Kandy~CP/KAN/KATU/VIDUMINA MULIKA PIRIVENA              ~NANDANA VIHARAYA, WALIGALLA MARATHUGODA            ~~0812051330
21.Kandy~KAN SRI SANGANANDA MULIKA PIRIVENA                ~SRI PABBATHARAMA MAHA VIHARAYA, PATHIRDA HARANKAHAV~~0812461861
21.Kandy~CP/KAN/GAM SRI SUMANA MULIKA PIRIVENA             ~GANEGODA GANGATILAKARAJAMAHA VIHARAYA GANEGOD, PERA~~0812415189
21.Kandy~CP/KAN/THEL/NALANDA MAHA PIRIVENA                 ~SRI NEEGRODHARAMAYA, WILAMUNA, THELDENIYA          ~~0813992733
21.Kandy~KANDY SIRI VAJIRAGNANA DHARMAYATHANA MAHA PIRIVENA~VARARAMAYA, PRIMROSE UYANA, KANDY                  ~~0812225353
21.Kandy~CP/KAN SRI BHARATHI KUSUMACHETHIYARAMA MULIKA PIRI~SRI KUSUMACHETHIYARAMAYA, GODAGANDENIYA, PERADENIYA ~~0812388310
21.Kandy~KANDY SIRISUMANA MULIKA PIRIVENA                  ~IEERIYAGAMA, PERADENIYA (GODAGANDENIYA)           ~~0812388570
21.Kandy~CP/KAN/GAMP SIRI MANTHINDARAMA MULIKA PIRIVENA    ~SRI SUDARMARAMAYA, NUWARA ELIYA PARA, PUSSELLAVA.  ~~0812478202
21.Kandy~MA/ MAHAMAYA SEELAMATHA EDUCATION CENTER~GAM MADA PURANA VIHARASTANAYA, KIRINDA, HODAYADENIYA, GAMPOLA~~0812312123
21.Kandy~MA/SRI VIDYADEEPA SEELAMATHA EDUCATION CENTER~SUMANARAMAYA, GAN GODAMAHANUWARA, PILIMATHALAWA~~0813808985
22.Matale~MA/SRI DHARMARAJA PIRIVENA                        ~VIHARA RD, MATALE                                 ~~0662222479
22.Matale~MA/SHANTHI NIKETHANA PIRIVENA                     ~KAPUKOTUWA, WALAWELA, MATALE                       ~~0662221589
22.Matale~MA/SIRI WALAGAMBA MAHA PIRIVENA                   ~MEDA PANSALA, DAMBULLA                            ~~
22.Matale~CP/MA/SRI VIDYANANDA PIRIVENA                     ~33, VIHARA ROAD, MATALE                         ~~0662222018
22.Matale~MA/SRI SUDARSHANA PIRIVENA                        ~KAIKAWALA, MATALE                                  ~~0663666525
22.Matale~MA/VIDYARATHNA PIRIVENA                           ~KOTUWEGEDARA, PALLEWATTA, MATALE                  ~~0662223676
22.Matale~MA/MAHANAMA MULIKA PIRIVENA                       ~DABAGOLLA ROAD, GALEWELA                          ~~0663662624
22.Matale~MA/SRI DHAMMANANDA MAHA PIRIVENA                  ~NATHISSSA RAJAMAHA VIHARAYA, NAULA                 ~~0662246232
22.Matale~MA/UDALANKA PIRIVENA                              ~SRI GONAGALA VIHARAYA, MADAWALA ULPATHA, MATALE   ~~0662247230
22.Matale~MA/SRI JINARATHANA MULIKA PIRIWENA                ~PURANA VIHARAYA, AWARIYAPATAHA GALEWELA           ~~0664914110
22.Matale~SIGIRI KASSAPA MAHA PIRIVENA                      ~RANGIRI DAMBULU RAJA MAHA VIHARAYA , DAMUBULLA     ~~0662285525
22.Matale~MA/WIL/SRI JINARATHANA PIRIVENA                   ~HETTIPOLA, WILGAMUWA                              ~~0662289019
22.Matale~SRI VELUWANARAMA MAHA VIHARAYA                    ~PALEPOLA , MATALE                                 ~~0662247236
22.Matale~NA/SRI VIDYARTHA MAHA PIRIVENA                    ~AMBANA, KONGAHAWELA                               ~~0662052111
22.Matale~SRI GUNARATHANA MULIKA PIRIVENA                   ~MARAKA , MATALE                                    ~~0663661476
22.Matale~SRI VIDYASHEKARA PIRIVENA                         ~SIRI DAMMISSARA PL, KUBIYANGODA                    ~~0662222367
22.Matale~MA/SRI SANGABODHI PIRIVENA                        ~SRI DHARMASIDYARAMAYA, PURIJJALA, MATALE          ~~0662225247
22.Matale~MA/WI/SRI GNANISSARA VIDYAYATHANA PIRIVENA        ~HANDUNGAMUWA, MATALE                              ~~
22.Matale~MA/P/MA/SRI GUNARATHANA MULIKA PIRIVENA           ~SRI ANANDARAMA MAHA VIHARAYA , NAGAHAPOLA AKURAMBOD~~0662247120
22.Matale~MA/SRI SASANARATHANA MAHA PIRIVENA                ~DASGIRIYA, HATHTHOTA AMUNA                         ~~0663667163
22.Matale~CP/MA/MA SRI VIDYACHANDRA PIRIVENA                ~100 KOTUWEGEDARA, MATALE                       ~~0662225422
22.Matale~CP/MA/WIL/SRI GNAGNARATHANA MULIKA PIRIVENA       ~SRI ABINAWARAMAYA, HANDUNGAMUWA, MATALE             ~~
22.Matale~MA/SHASTHRODAYA MULIKA PIRIVENA~UKUWELA WATTA , UKUWELA~~
23.Nuwara Eliya~MA/NU/HAGU/SRI DHARMODAYA MAHA PIRIVENA           ~MADANWELA RAJAMAHAVIHARAYA, HAGURANKETHA           ~~0812369400
23.Nuwara Eliya~MA/NU/HAGU/VIDYAKEERTHI MAHA PIRIVENA             ~THISSAPELA, HAGURANKETHA                           ~~0812369349
23.Nuwara Eliya~CP/NU/W VIDYAVILASA MULIKA PIRIVENA               ~SRI JANANANDA MAHA VIHARAYA                       ~~0523533699
23.Nuwara Eliya~CP/NU/SRI RATHNALOKA MULIKA PIRIVENA              ~RUWANELIYA, NUWARAELIYA                            ~~0522223040
23.Nuwara Eliya~CP/NU/KO/SRI VIDYALOKA MULIKA PIRIVENA            ~RAWANAGODA, WIJABAHUKANDA, HATTON                   ~~0513519168
23.Nuwara Eliya~CP/NU/KO/SRI GUNARATHANA MULIKA PIRIVENA          ~THISPANE KANDA, NAWALAPITIYA                       ~~0543549004
23.Nuwara Eliya~SRI PRAGHAPRADEEPA VIDYAYATHANA PIRIVENA          ~SRI PARAMINDARAMAYA, ABATHALAWA, KOTHMALE          ~~0522259792
23.Nuwara Eliya~CP/NU/HA/SRI SUDHARMODAYA MAHA PIRIVENA           ~BADUPOLA, GINIGATHHENA                            ~~0512242377
23.Nuwara Eliya~CP/NU/SRI SENANANDA MAHA PIRIVENA                 ~SRI JINENDRARAMAYA, KADAPOLA                      ~~0522229552
23.Nuwara Eliya~CP/NU/WA/RAGAMA SRI REWATHA MULIKA PIRIVENA       ~SRI SARIPUTHRARAMAYA, RAGAMA                      ~~0522265333
23.Nuwara Eliya~CP/NU/KO/SRI PRAGHA PRADEEPA MULIKA PIRIVENA      ~SRI PARAMINDARAMAYA, ABATHALAWA, KOTHMALE           ~~0522259622
31.Galle~GALL/SRI RATHANASARA VIDYAYATHANA PIRIVENA        ~GANEGAMA, BADDEGAMA                                ~~0772969124
31.Galle~G/SRI REVATHA MAHA PIRIVENA                       ~KUMBALWELLA , GALLE                               ~~0912222529
31.Galle~VIDYANANDA VIDYAYATHANA PIRIVINA                  ~indurupathwila, Weihena, Baddegama                  ~~0912292265
31.Galle~SRI SADDHARMODAYA PIRIVENA                        ~GALBODA, KATUKOLIHA, IDURUWA                        ~~0347901765
31.Galle~INDASARA DARMAYATHANA VIDYAYATHANA                ~MARJUWANA, KERADEWALA                              ~~0913907753
31.Galle~SHIKSHALANKARA MAHA PIRIVENA                      ~RANDOBE, ABBALANGODA                               ~~0912256821
31.Galle~SRI VIDYARAJA MAHA PIRIVENA                       ~AMBALANGODA                                       ~~0913928879
31.Galle~VIDYALOKA MAHA PIRIVENA                           ~AMBALANGODA                                       ~~0912255336
31.Galle~HETTACHALA MAHA PIRIVENA                          ~YATAGALA, UNAWATUNA, GALEE                          ~~0912222199
31.Galle~SRI SARANAPALA MAHA PIRIVENA                      ~SRI ASHOKARAMAYA, NAKIYADENIY                      ~~0912285003
31.Galle~VIDYASHANTHI MAHA PIRIVENA                        ~WAIHENA, MATHTHAKA                                 ~~0718361749
31.Galle~SRI PUSHPARAMA MAHA PIRIVENA                      ~MEETIYAGODA                                       ~~0913930964
31.Galle~SHETHRARAMA MOOLIKA PIRIVENA                      ~VERAGODA, KAHAWA                                  ~~0719759392
31.Galle~VIDYATHILAKA MOOLIKA PIRIVENA                     ~ETHUMALE GALLE                                    ~~0912296677
31.Galle~SUGANASASA2DAYA MAHANAPIRIVE                      ~AMBARUKKARAMAYA, WELITHARA                         ~~0912264031
31.Galle~ GANGARAMA MAHA PIRIVENA                          ~PANANGALA  GALLE                                  ~~0718010269
31.Galle~GUNODAYA MAHA PIRIVENA                            ~MAHAMODARA GALLE                                  ~~0912245113
31.Galle~VIDYAKANTHI MOOLIKA PIRIVENA                      ~HEENATIGALA, THALPE                                ~~0912282717
31.Galle~VIDYARATHNA MOOLIKA PRIVENA                       ~HABARADUWA                                        ~~0912283461
31.Galle~VIDYATHILAKA VIDYAYATHAHA PRIVENA                 ~MALIGATHENNA, HANTHAKA, PITIG                       ~~0912291433
31.Galle~DHARMODHAYA MOOLIKA PIRIVENA                      ~MAHAVIHARAYA, AHANGAMA                            ~~0766431362
31.Galle~VIJAYANANDA PIRIVENA                              ~HABARAHADA, THAWALAMA                             ~~0912285479
31.Galle~MATIVYLIYA SRI SARANANDA PIRIVENA                 ~MATIVILIYA, PITIGALA                               ~~0710178444
31.Galle~SRI SORATHA PIRIVENA                              ~ THALAGASDENIYA, HIKKADUWA                         ~~0913904098
31.Galle~SRI PRIYARATHNA MOOLIKA PRIVENA                   ~BOPE GALLE                                        ~~0912222430
31.Galle~VIHARA MAHA DEWA PIRIVENA                         ~MUNICIPAL COUNCIL ROAD EIPITIYA                   ~~0912291246
31.Galle~INDASARA DARMAYATHANA MULIKA PIRIVENA             ~GANEGAMA, DAKUNA, BADDEGAMA                       ~~0912292655
31.Galle~VIJAYANANANDA MOOLIKA PRIVENA                     ~WALIWATHTHA, GALLE                                 ~~0912222841
31.Galle~JANANANDARAMA MOOLIKA PIRIVENA                    ~BADDEGAMA ROAD, HIKKADUWA                         ~~0912277032
31.Galle~SARASWATHI MANDABA MOLIKA PIRIVENA                ~SHYLABIMBARAMA MAHA VIHARAYA                      ~~0912267401
31.Galle~SRI GNATHILAKA MOOLIKA PIRIVENA                   ~VELITARA, BALAPITIYA                              ~~0912291767
31.Galle~SRI RATHANAMOULI MAHA PIRIVENA                    ~INDIPALEGODA, PITIGALA                             ~~0913939545
31.Galle~SRI SUDHARMADARA MOOLIKA PIRIWENA                 ~THUNDUWA HABARUGALA                               ~~0342274137
31.Galle~GANGATHILAKA MULIKA PIRIVENA                      ~SRI PIYARATHANA NAHAMIMAWATHA                     ~~0912291767
31.Galle~G/VIDYAKEERITHI PIRIVENA                          ~UDUGAMA, GALLE                                     ~~0912285067
31.Galle~SRI WIMALAGIRI MAHA PIRIVENA                      ~GLAHENKANDA AMPEYGAMA                             ~~0912293905
31.Galle~SUDHARMAKARA MULIKA PIRIVENA                      ~GOONAGALAPURA, BENTHOTA                            ~~0342274746
31.Galle~VIDYA SRI WARDANA MULIKA PIRIVENA                 ~PORAWAGAMA ELPITIYA                               ~~0912296615
31.Galle~SEELAKKADHA MULAYATHANA MULIKA PIRIVENA           ~KUMARA MAHA VIHARAYA DODAN                        ~~0912292991
31.Galle~SARANANKARA MULIKA PIRIVENA                       ~KEEMBIELA, BADDEGAMA                               ~~0912292293
31.Galle~G/SRI AMARAWANSA MAHA PIRIVENA                    ~KIRIBATHAWILA BADDEGAMA                           ~~0912292242
31.Galle~THOMAS AMARASOORIYA MULIKA PIRIVENA               ~THALATHUDUWA KOGGALA HABA                         ~~0912282562
31.Galle~PUNNANANDA MOOLIKA PIRIVENA                       ~PARAMAVISUDDARAMAYA, KAHAD                         ~~0915711594
31.Galle~VIDYACHANDRA MULIKA PIRIVENA                      ~DEIGAREDDA, AHANGAMA                               ~~0912283324
31.Galle~VIDYA SAMADI MAHA PIRIVENA                        ~HIPANKANDA, NAWADAGALA                             ~~0913905029
31.Galle~WALPOLA SRI RAHULA PIRIVENA                       ~RAJAMAHA VIHARAYA, PARAGODA                        ~~0775592368
31.Galle~SIRI ABAYATISSA MAHA PIRIVENA                     ~SRI BODHIRAJA RAMAYA, MADAKUDURA                  ~~0912290510
31.Galle~THOTAGAMU VIJAYABA MOOLIKA PIRIVENA               ~PURANA THOTAGAMU RANJANRAJ                        ~~0912276828
31.Galle~SRI DHARMALOKA MOOLIKA PIRIVENA                   ~BATUVANGALA NELUWA, GALLE                          ~~0913912420
31.Galle~AADICHCHAWANSA MULIKA PIRIVENA                    ~UDUMALAGALA , YAKKALAMULLA                         ~~0913937918
31.Galle~VIDYAPRADEEPA MULIKA PIRIVENA                     ~MANAWILA, WALAHANDUWA                              ~~0912247185
31.Galle~G/SRI SADDHARMALANKARA MOOLIKA PIRIVENA           ~SRI VIJAYARAMAYA, HIREWATTA                       ~~0912259417
31.Galle~PEMARATHANA MULIKA PIRIVENA                       ~BOGAHAWATTA, AHANGAMA                              ~~0912283569
31.Galle~SRI LANKA DARMADUTHA MAHA PIRIVENA                ~KALUWELLA, GALLE                                  ~~0912222337
31.Galle~VIDYAWARDHANA PIRIVENA                            ~DELLAWA MORAWAKA                                  ~~0913783691
31.Galle~VIDYAGNANA MOOLIKA PIRIVENA                       ~MAHA MANDALARAMAYA MALWE                          ~~0915738773
31.Galle~VIDYARATHANA MOOLIKA PIRIVENA                     ~PURANA RAJAMAHA VIHARAYA GALLE                    ~~0912285479
31.Galle~VIDYALOKA MOOLIKA PIRIVENA                        ~51, WAKWELLA ROAD, GALLE                         ~~0912222411
31.Galle~SIRI UPARATHANA MOOLIKA PIRIVENA                  ~SRI SAMUDRAGIRI VIHARAYA, ROO                      ~~0912223347
31.Galle~ VIDYASARAMOOLIKA PIRIWENA                        ~GALLE                                             ~~0912223462
31.Galle~G/SRI INDRAJOTHI MULIKA PIRIVENA                  ~JAYASUMANARAMAYA, ULUVITIKE.                       ~~0912234277
31.Galle~SRI VIJAYAGNANA MOOLIKA PIRIVENA                  ~YATAGALA.URAGASMANGHANDIYA                        ~~0913922198
31.Galle~SRI DEEPANGKARA DHARMAYATHANA MOOLIKA PIRIVENA    ~BORALUKETIYA, URAGASMANGANDIYA                    ~~0914917226
31.Galle~GANARATHANA MOOLIKA PIRIVWNA                      ~MAKANDUGODA, THALPE                                ~~0912282583
31.Galle~SRI UDITHADEERA MOOLIKA PIRIVWNA                  ~SRI VIJAYAMUNISDHARAMAYA, LAN                      ~~0913903899
31.Galle~SANDHAHAM SEWANA MOOLIKA PIRIVENA                 ~WATHTHEGODA, PORAWAGAMA, ELPITIYA                  ~~0912222568
31.Galle~VIDUAMIHINDU MOOLIKA PIRIVENA                     ~HATHTHAKA, PITIGALA                               ~~0912291433
31.Galle~SRI BUDDHARAKKITHA MOOLIKA PIRIVENA               ~THIRANAGAMA, HIKKADUWA                            ~~0912276526
31.Galle~SRI DEVARAKHITHA PIRIVENA                         ~KARAGODA, YAKKALAMULLA                            ~~0913937713
31.Galle~G/SRI DHEERANANDA MULIKA PIRIVENA                 ~KEDALA RD, BOOSSA                                 ~~0912267299
31.Galle~G/SIRI VIDDIYAWASA DIVIBASHA PIRIVENA             ~BENTHOTA                                          ~~0717121947
31.Galle~SIRI VIDYA PRABASHVARA MULIKA PIRIVENA            ~HILSIDEWATTA, ANANGODA , GALLE                     ~~0912225953
31.Galle~GA/ DEGIRI SEELAMATHA EDUCATION CENTER~AKURALA, AMBALANGODA~~0778243812
32.Matara~MR/VIDYANIKETHA VIDYATHANA PIRIVENA               ~SAPUGODA, KAMBURUPITIYA                            ~~0412292297
32.Matara~MR/SRI PARAMANANDA VIDYAYARTHANA PIRIVENA         ~BOPAGODA, AKURESSA                                 ~~0413405877
32.Matara~MR/MAHA MANTHINDA PIRIVEN VIDYAYATHANAYA          ~SIRI RATHANAPALA MW, MATARA                        ~~0412222360
32.Matara~MR/VIDYATHUNGA VIDYAYATHANA PIRIVENA              ~WAURUKANNALA, DICKWELLA                            ~~0412255807
32.Matara~MR.JAYAMAHAVIHARA VIDYAYATHANA PIRIVENA           ~KITHULEWELA, GABADAWEEDIYA, MATARA                  ~~0412237092
32.Matara~MR.SRI SUDHARSHI VIDYAYATHANA PIRIVENA            ~ANAGARIKA DHARMAPALA MW, MATARA                    ~~0412231668
32.Matara~MR/SIDDHARTHODAYA MAHA PIRIVENA                   ~ANAGARIKA DHARMAPALA MW, MATARA                    ~~0412222883
32.Matara~MR/VIDYATHILAKA MAHA PIRIVENA                     ~BATHEEGAMA, DICKWELLA                             ~~0412255338
32.Matara~GUNARATHNA MUDALINDA MAHA PIRIVENA                ~HITHTHATIYA EAST, MATARA                           ~~0412224240
32.Matara~MR/JINARAJA MAHA PIRIVENA                         ~POTHTHEWELA, HAKMANA                               ~~0412286059
32.Matara~MR/SRI UPASENA MAHAPIRIVENA                       ~BATAPATHTHALA, KABURUPITIYA                        ~~0412292229
32.Matara~MR/SIRI REWATHA MAHA PIRIVENA                     ~PURWARAMA RAJAMAHA VIHARAYA, VEHERAHENA, MATARA     ~~0412222121
32.Matara~MR/WEERABA MAHA PIRIVENA                          ~JAYAMAHA VIHARAYA, NUPE, MATARA                     ~~0412222733
32.Matara~MR/SIRI RATHANAJOTHI VIDYAYATHANA PIRIVENA        ~URAPOLA, THIHAGODA                                ~~0412292280
32.Matara~MR/JAYASUMANA PIRIVENA                            ~JAYASUMANARAMAYA, KOTUWEGODA, MATARA                ~~0412222242
32.Matara~MR/SAUGATHODAYA MAHA PIRIVENA                     ~SUDARSHANA BIMBA MAHA VIHARAYA                    ~~0412259236
32.Matara~MR/VIDYARAJA MAHA PIRIVENA                        ~PANANWELA, MEEELLA                                 ~~0472245901
32.Matara~MR/VIDYAKEERTHI MULIKA PIRIVENA                   ~WAWELAPIYADDA, DEIYANDARA                          ~~0412268265
32.Matara~MR/SRI DHAMMANANDA MULIKA PIRIVENA                ~PURANA VIHARAYA, VILEGODA, KAMBURUPITIYA            ~~0412292414
32.Matara~MR/SIRIMANGALA PIRIVENA                           ~WALPOLA, MATARA                                    ~~0412235705
32.Matara~MR/MARABA VIDYA SRI MULIKA PIRIVENA               ~RAJAMAHA VIHARAYA, MARABA AKURESSA                 ~~0412285223
32.Matara~MR/SRI PUSHPARAMA PIRIVENA                        ~WELIWERIYA, HITHTHATIYA, MATARA                     ~~0412222757
32.Matara~MR/SRI GUNANANDA MULIKA PIRIVENA                  ~LALPE, KARATHOTA, HAKMANA                           ~~0412287752
32.Matara~MR/AGRABODHI MULIKA PIRIVENA                      ~WELIGAMA                                          ~~0412250471
32.Matara~MR/DHARMADHAJA PIRIVENA                           ~TEMPLE ROAD, DENIYAYA                             ~~0412273262
32.Matara~MR/THUSITHA MULIKA PIRIVENA                       ~THUSITHA PIRIVENA, URUBOKKA                        ~~0412272265
32.Matara~MR/SIRI SUNANDA MULIKA PIRIVENA                   ~SUNANDA RD, MIRISSA                                ~~0412251674
32.Matara~MR/SRI SOMANANDA MULIKA PIRIVENA                  ~72, HETTIWEEDIYA, WELIGAMA                        ~~0412250327
32.Matara~MR/SRI NALANDA MULIKA PIRIVENA                    ~VEHERAGAMPITA, MATARA                              ~~0412222847
32.Matara~MR/PURWARAMA MULIKA PIRIVENA                      ~KIRINDA PULWELLA                                  ~~0412286425
32.Matara~MR/SRI SUDARSHANA PIRIVENA                        ~ATHURALIYA                                        ~~0413419797
32.Matara~MR/SIRI SARANANKARA MULIKA PIRIVENA               ~RADAMPALA RD, WALASGALA                            ~~0412255343
32.Matara~MR/SRI MEDHANKARA MULIKA PIRIVENA                 ~URUBOKKA                                          ~~0412272205
