1~2019~9~history-09-t1-l01-ep01~1~1~1~ශ්‍රි ලංකාවේ මුහුදු බඩ ප්‍රදේශ ලන්දේසින් යටතට පත්වීම~ශ්‍රී ලංකාවේ ලන්දේසි පාලනය පිළිබඳව අධ්‍යයනය කිරීම.~ ලන්දේසි පාලනයේ ආරම්භය, ලංකාවට පැමිණි ලන්දේසි නියෝජිතයන්, පෘථිගිසින්ගේ උඩරට ආක්‍රමණ, ලංකාවේ පෘථිගිසි පාලනය නිමා වීම හා ලන්දේසින්ගේ පාලනය  පිළිබඳව අධ්‍යයනය කිරීම. 
2~2019~9~history-09-t1-l01-ep02~2~1~1~ශ්‍රි ලංකාවේ මුහුදු බඩ ප්‍රදේශ ලන්දේසින් යටතට පත්වීම~1638 ගිවිසුම පිළිබඳව හැදින්වීම~ පෘතුගීසින් පලවා හැරීම, ලන්දේසින් බලවත් වීම, ලන්දේසින් පිහිටුවා ගත් බලකොටු, ලන්දේසින් හා උඩරට අතර සබඳතා, 1638 ගිවිසුමේ ප්‍රතිඵල පිළිබඳව අධ්‍යයනය කිරීම. 
3~2019~9~history-09-t1-l01-ep03~3~1~1~ශ්‍රි ලංකාවේ මුහුදු බඩ ප්‍රදේශ ලන්දේසින් යටතට පත්වීම~1766 ගිවිසුම පිළිබඳව හැදින්වීම~ 1766 ගිවිසුමේ වගන්ති සහ 1766 ගිවිසුමේ ප්‍රතිඵල පිළිබඳව අධ්‍යයනය කිරීම. 
4~2019~9~history-09-t1-l01-ep04~4~1~1~ශ්‍රි ලංකාවේ මුහුදු බඩ ප්‍රදේශ ලන්දේසින් යටතට පත්වීම~පුනරීක්ෂණ අභ්‍යාස~ ඉංග්‍රීසින් ලංකාවට පැමිණිමේ සිට 1818 ප්‍රථම නිදහස් අරගලය පිළිබඳව, 1848 දෙවන නිදහස් අරගලය පිළිබඳව, පුනරීක්ෂණ අභ්‍යාස ඇසුරෙන් පැහැදිලි කිරීම.
5~2019~9~history-09-t1-l01-ep05~5~1~1~ශ්‍රි ලංකාවේ මුහුදු බඩ ප්‍රදේශ ලන්දේසින් යටතට පත්වීම~ලන්දේසී පාලනයේ ප්‍රධාන ලක්ෂණ පිළිබඳව අධ්‍යයනය කිරීම.~ ලන්දේසින්ගේ පාලනය, ලන්දේසි පාලනයේ ප්‍රධාන අවස්ථා, ලන්දේසින්ගේ ආර්ථික දියුණුව පිළිබඳව, ලන්දේසින් හිමිකර ගත් වෙනත් වෙළද භාණ්ඩ, තෝම්බූ සැකසීම, ලන්දේසි යුගයේ කර්මාන්ත පිළිබඳව අධ්‍යයනය කිරීම. 
