1~2018~8~ict-08-t2-l03-ep01~1~2~3~වදන් සැකසීම~වදන් සැකසීම පිළිබඳව අධ්‍යයනය කිරීම.~වදන් සැකසීමේ මෘදුකාංග පිළිබඳවත්, ලේඛන නිර්මාණය කිරීමත් පිළිබඳව අධ්‍යයනය කිරීම.
2~2018~8~ict-08-t2-l03-ep02~2~2~3~වදන් සැකසීම~ අකුරු හැඩසව් කිරීමේ මෙවලම් පිළිබඳව අධ්‍යයනය කිරීම.~ලේඛන නිර්මාණය කිරීමේ මෘදුකාංග යටතේ භාවිත මෙවලම්  පිළිබඳව අධ්‍යයනය කිරීම.
3~2018~8~ict-08-t2-l03-ep03~3~2~3~වදන් සැකසීම~ලේඛනයට එකතු කරගත හැකි විවිධ වස්තු පිළිබඳව අධ්‍යයනය  කිරීම.~පින්තූර, හැඩතල, අකුරු කලාත්මක අකුරු, වගු ලේඛනයට එකතුකර ගන්නා අකාරය පිලිබදව අධ්‍යයනය කිරීම.
4~2018~8~ict-08-t2-l03-ep04~4~2~3~වදන් සැකසීම~පරිගණක ආශ්‍රිත ගැටළු විශ්ලේෂණය කිරීම.~ගැටලුව හදුනා ගැනීම, ගැටලුව යනු, ගැටලුවට ආදාළ ආදාන, සැකසුම්, ප්‍රතිදාන මගින් ගැටළු විසදීම පිලිබදව අධ්‍යයනය කිරීම.
5~2018~8~ict-08-t2-l03-ep05~5~2~3~වදන් සැකසීම~පරිගණක ක්‍රමලේඛ නිර්මාණය කිරීම .~ක්‍රමලේඛ නිර්මාණය කිරීම තුල ගැටලු විසදන ආකාරය පිලිබදවත්, ක්‍රමලේඛ ක්‍රියාත්මක වීමට අවශ්‍ය ප්‍රධාන පාලන ව්‍යුහ පිලිබද අධ්‍යයනය කිරීම.
