1~2019~9~ict-09-t1-l01-ep01~1~1~1~පරිගණක සහ පර්යන්ත උපාංග මිල දී ගැනීම සඳහා පිරිවිතර සැකසීම~පරිගණක වර්ගීකරණය සහ පර්යන්ත උපාංග පිළිබඳව අධ්‍යයනය කිරීම.~පරිශීලක අවශ්‍යතා, නිශ්චිත ස්ථානයක් ඔබ භාවිත කරන පරිගණක හා ඒවායේ ලක්ෂණ ජංගමව භාවිත කරන පරිගණක හා ලක්ෂණ පිළිබඳව පරිගණක පර්යන්ත උපාංග, ප්‍රතිදාන උපාංග, ආයාචන උපාංග හා පරිගණකයේ සංරචක පිළිබඳව අධ්‍යයනය කිරීම.
2~2019~9~ict-09-t1-l01-ep02~2~1~1~පරිගණක සහ පර්යන්ත උපාංග මිල දී ගැනීම සඳහා පිරිවිතර සැකසීම~පිරිවිතර පිළිබඳව අධ්‍යයනය කිරීම.~තාක්ෂණික පිරිවිතර සකසනයේ වර්ගය හා වේගය දෘඪ තැටිය පිළිබඳව අධ්‍යයනය කිරීම.
3~2019~9~ict-09-t1-l01-ep03~3~1~1~පරිගණක සහ පර්යන්ත උපාංග මිල දී ගැනීම සඳහා පිරිවිතර සැකසීම~තාක්ෂණික පිරිවිතර පිළිබඳව අධ්‍යයනය කිරීම.~සංදර්ශකයේ ප්‍රමාණය, සංදර්ශක වර්ග පිළිබඳව මෙන් ම සැලකිය යුතු අනෙකුත් සාධක, ප්‍රධාන මතකය සදහා පිරිවිතර පිළිබඳව අධ්‍යයනය කිරීම.
4~2019~9~ict-09-t1-l01-ep04~4~1~1~පරිගණක සහ පර්යන්ත උපාංග මිල දී ගැනීම සඳහා පිරිවිතර සැකසීම~තාක්ෂණික පිරිවිතර පිළිබඳව අධ්‍යයනය කිරීම.~තාක්ෂණික පිරිවිතර දෘශ්‍ය චිත්‍රක අනුහුරුකුරුව, අභ්‍යන්තර ශබ්ද පත, බාහිර ශබ්ද පත, ස්ථාපිත මෘදුකාංග, තාක්ෂණික නොවන පිරිවිතර ( වගකීම, අලෙවියෙන් පසු සේවා, ජාල කෙවෙනිය , Bluetooth සහ Wi-Fi පහසුකම් ) පිළිබඳව අධ්‍යයනය කිරීම.
5~2019~9~ict-09-t1-l02-ep05~5~1~1~පරිගණක සහ පර්යන්ත උපාංග මිල දී ගැනීම සඳහා පිරිවිතර සැකසීම~විද්‍යුත් පැතුරුම්පත් අධ්‍යයනය කිරීම.~විද්‍යුත් පැතුරුම්පත් පිළිබඳව කෝෂ නාමකරණය, වැඩපොත හා වැඩපත පිළිබඳව (excel) පිළිබඳව අධ්‍යයනය කිරීම.
