1~2018~8~geography-08-t1-l01-ep01~1~1~1~සෞරග්‍රහ මණ්ඩලය~ සෞරග්‍රහ මණ්ඩලය පිළිබඳව අධ්‍යයනය කිරීම.~ සෞරග්‍රහ මණ්ඩලයේ වැදගත්කම, සෞරග්‍රහ මණ්ඩලයේ ඉතිහාස තොරතුරු පිළිබඳව අධ්‍යයනය කිරීම.
2~2018~8~geography-08-t1-l01-ep02~2~1~1~සෞරග්‍රහ මණ්ඩලය~ සෞරග්‍රහ මණ්ඩලයේ සංයුතිය පිළිබඳව අධ්‍යයනය කිරීම.~ සෞරග්‍රහ මණ්ඩලයේ සංයුතිය, සූර්යයා, වාමන ග්‍රහයන්, උපග්‍රහයන්, අභ්‍යන්තර ග්‍රහලෝක, බාහිර ග්‍රහලෝක පිළිබඳව අධ්‍යයනය කිරීම.
3~2018~8~geography-08-t1-l01-ep03~3~1~1~සෞරග්‍රහ මණ්ඩලය~සූර්යයා පිළිබඳව අධ්‍යයනය කිරීම.~ සූර්යයාගේ පිහිටීම, උෂ්ණත්වය, වැදගත්කම, භ්‍රමණය, සූර්යයා පිළිබඳව මත, සූර්යයා සතු ගුරුත්ව බලය, සූර්යයාගේ සංයුතිය, සූර්යයා හා පෘථිවිය අතර බැඳීම පිළිබඳව අධ්‍යයනය කිරීම. 
4~2018~8~geography-08-t1-l01-ep04~4~1~1~සෞරග්‍රහ මණ්ඩලය~ග්‍රහලෝක සහ බුධ ග්‍රහයා පිළිබඳව අධ්‍යයනය කිරීම.~ ග්‍රහලෝක පිළිබඳව හැඳින්වීම, බුධ ග්‍රහයා හා සූර්යයා පිළිබඳව  අධ්‍යයනය කිරීම.
5~2018~8~geography-08-t1-l01-ep05~5~1~1~සෞරග්‍රහ මණ්ඩලය~සිකුරු ග්‍රහයා හා පෘථිවි ග්‍රහයා පිළිබඳව අධ්‍යයනය කිරීම.~ සිකුරු ග්‍රහයාගේ පිහිටීම, විශේෂ ලක්ෂණ මෙන්ම පෘථිවි ග්‍රහයාගේ පිහිටීම, උපග්‍රහයන් පිළිබඳව අධ්‍යයනය කිරීම.
