1~2018~8~sinhala-08-t1-l02-ep08~8~1~2~අල්පප්‍රාණ අක්‍ෂර~සිංහල හෝඩියේ අල්පප්‍රාණ අක්ෂර පිළිබඳව හැඳින්වීම.~සිංහල හෝඩිය පිළිබඳව හැඳින්වීම, ස්වර අක්ෂර  හැඳින්වීම, ව්‍යංජන අක්ෂර හැඳින්වීම,  සිංහල හෝඩියේ අල්පප්‍රාණ අක්ෂර පිළිබඳව සහ අල්පප්‍රාණ අක්ෂර යෙදුණ වචන පිළිබඳව  හැදින්වීම.
2~2018~8~sinhala-08-t1-l02-ep09~9~1~2~මහප්‍රාණ අක්ෂර~සිංහල හෝඩියේ මහප්‍රාණ අක්ෂර පිළිබඳව හැඳින්වීම~සිංහල හෝඩියේ මහප්‍රාණ අක්ෂර පිළිබඳව හැඳින්වීම, සිංහල හෝඩියේ අල්පප්‍රාණ අක්ෂර සහ මහප්‍රාණ අක්ෂර  භේදය පිළිබඳව හැඳින්වීම, අල්පප්‍රාණ සහ මහප්‍රාණ අක්ෂර භාවිතය පිළිබඳව හැඳින්වීම.
3~2018~8~sinhala-08-t1-l03-ep10~10~1~3~ ශ්‍රී ලංකාවේ සංස්කෘතික උත්සව ~ශ්‍රී ලංකාවේ සංස්කෘතික උත්සව පිළිබඳව හැඳින්වීම~ ශ්‍රී ලංකාව පිළිබඳව හැඳින්වීම,  ශ්‍රී ලංකාව බහු ආගමික, බහු ජාතික, බහු  භාෂික රටක් යන්න හැඳින්වීම, විවිධ ආගම්, ජාතීන්ට අයත් සංස්කෘතික උත්සව පිලිබදව මෙන්ම සංස්කෘතික උත්සවවල විශේෂ ලක්ෂණ පැහැදිලි කිරීම. 
4~2018~8~sinhala-08-t1-l03-ep11~11~1~3~අලුත් අවුරුදු උත්සවය ~අලුත් අවුරුදු උත්සවය පිළිබඳව හැඳින්වීම~ප්‍රධාන සංස්කෘතික උත්සවයක් වන සිංහල හා හින්දු අලුත් අවුරුදු ඉතිහාසය, අලුත් අවුරුද්ද හා බැදුණු චාරිත්‍ර වාරිත්‍ර පිළිබඳව හැඳින්වීම.
5~2018~8~sinhala-08-t2-l10-ep14~14~2~10~නාම පද හා නාම පද වර්ග~නාම පද හා නාම පද වර්ග පිළිබඳව අධ්‍යයනය කිරීම.~ගුණ නාම, ක්‍රියා නාම, හා සංඥ නාම යන නාම පද පිළිබඳව අධ්‍යයනය කිරීම.
